"analysis_name","ensembl_id","gene_id","feature_name","is_mitochondrial","is_ribosomal","is_hemoglobin","is_immunoglobulin","tested_filterByExpr","logFC","logCPM","F","PValue","FDR"
"primary_min20","ENSG00000100911","ENSG00000100911","PSME2",FALSE,FALSE,FALSE,FALSE,TRUE,0.361399830752571,7.71262432646021,29.1426075339089,3.80569246364892e-07,6.49821988168053e-05
"primary_min20","ENSG00000132274","ENSG00000132274","TRIM22",FALSE,FALSE,FALSE,FALSE,TRUE,0.455702413327648,6.2587587876111,28.9466363177283,4.12793635120787e-07,6.76651326689995e-05
"primary_min20","ENSG00000204397","ENSG00000204397","CARD16",FALSE,FALSE,FALSE,FALSE,TRUE,0.347003924647014,6.84556756106125,28.6926901642079,4.5816577142462e-07,7.22139742806958e-05
"primary_min20","ENSG00000079950","ENSG00000079950","STX7",FALSE,FALSE,FALSE,FALSE,TRUE,0.473383819352707,7.01411335301308,27.9714385838101,6.34663272319318e-07,9.63277811097987e-05
"primary_min20","ENSG00000110324","ENSG00000110324","IL10RA",FALSE,FALSE,FALSE,FALSE,TRUE,-0.696761021475618,5.00704992328161,27.7532768025372,7.02014756671756e-07,0.000102744874030031
"primary_min20","ENSG00000160932","ENSG00000160932","LY6E",FALSE,FALSE,FALSE,FALSE,TRUE,0.486814518134748,8.33898737786087,27.4819190547705,8.76203679631576e-07,0.0001221931812238
"primary_min20","ENSG00000170345","ENSG00000170345","FOS",FALSE,FALSE,FALSE,FALSE,TRUE,-0.552078613284349,9.4998887722845,27.6354443951845,8.94532805445099e-07,0.0001221931812238
"primary_min20","ENSG00000173812","ENSG00000173812","EIF1",FALSE,FALSE,FALSE,FALSE,TRUE,-0.322046719417905,11.0437348377163,26.6689192866909,1.0579581342268e-06,0.000139855239808433
"primary_min20","ENSG00000270164","ENSG00000270164","LINC01480",FALSE,FALSE,FALSE,FALSE,TRUE,0.659282822511751,5.0284213064239,26.4716449015572,1.14068238478642e-06,0.000146078637901711
"primary_min20","ENSG00000185885","ENSG00000185885","IFITM1",FALSE,FALSE,FALSE,FALSE,TRUE,1.29663751550283,6.5315902770745,26.4840055532308,1.5382423088253e-06,0.000191021726714123
"primary_min20","ENSG00000240065","ENSG00000240065","PSMB9",FALSE,FALSE,FALSE,FALSE,TRUE,0.338264979707005,8.07939513637666,25.2765102373783,1.9002154852813e-06,0.00022903185466714
"primary_min20","ENSG00000123609","ENSG00000123609","NMI",FALSE,FALSE,FALSE,FALSE,TRUE,0.545128017375015,5.301172535638,24.729279856833,2.38570132543756e-06,0.000279331543761232
