replicate,resolution,reference_cluster,mapped_reference_cluster,n_cells,fraction_of_reference_cluster
16,0.4,0,4,41,0.000536186017314885
16,0.4,1,0,1337,0.03315725516454629
16,0.4,1,1,38957,0.966123552315056
16,0.4,1,3,4,9.919896833072936e-05
16,0.4,1,4,25,0.0006199935520670585
16,0.4,2,0,1387,0.9302481556002683
16,0.4,2,1,103,0.06908115358819585
16,0.4,2,4,1,0.0006706908115358819
16,0.4,3,1,4,0.0039100684261974585
16,0.4,3,3,1019,0.9960899315738025
16,0.4,4,0,89,0.08751229105211406
16,0.4,4,1,25,0.024582104228121928
16,0.4,4,4,903,0.887905604719764
16,0.6,0,0,39539,0.9191482437176001
16,0.6,0,1,808,0.01878327172978125
16,0.6,0,2,2572,0.05979031545667992
16,0.6,0,3,71,0.0016505102633842434
16,0.6,0,4,27,0.0006276588325545714
16,0.6,1,0,806,0.020616447115999487
16,0.6,1,1,37707,0.9644967387133905
16,0.6,1,2,544,0.013914822867374345
16,0.6,1,3,11,0.00028136590356823125
16,0.6,1,4,25,0.000639467962655071
16,0.6,1,5,2,5.115743701240568e-05
16,0.6,2,0,3599,0.1099737212002689
16,0.6,2,1,500,0.015278371936686427
16,0.6,2,2,28527,0.8716922324757074
16,0.6,2,3,73,0.0022306423027562182
16,0.6,2,4,24,0.0007333618529609485
16,0.6,2,5,3,9.167023162011856e-05
16,0.6,3,0,483,0.14439461883408072
16,0.6,3,1,406,0.12137518684603886
16,0.6,3,2,274,0.08191330343796711
16,0.6,3,3,2180,0.6517189835575485
16,0.6,3,4,2,0.0005979073243647235
16,0.6,4,0,75,0.06762849413886383
16,0.6,4,1,35,0.031559963931469794
16,0.6,4,2,39,0.0351668169522092
16,0.6,4,4,960,0.8656447249774571
16,0.6,5,1,2,0.0019455252918287938
16,0.6,5,5,1026,0.9980544747081712
16,0.8,0,0,38056,0.9171446474189039
16,0.8,0,1,2341,0.05641779534390514
16,0.8,0,2,749,0.018050802525666362
16,0.8,0,3,132,0.0031811828216127633
16,0.8,0,4,179,0.0043138767050657926
16,0.8,0,5,37,0.0008916951848460019
16,0.8,1,0,3434,0.10751408891671885
16,0.8,1,1,27701,0.8672824045084534
16,0.8,1,2,477,0.01493425172197871
16,0.8,1,3,85,0.0026612398246712585
16,0.8,1,4,200,0.006261740763932373
16,0.8,1,5,41,0.0012836568566061365
16,0.8,1,6,2,6.261740763932373e-05
16,0.8,2,0,649,0.028161069166015795
16,0.8,2,1,591,0.025644363447019005
16,0.8,2,2,21364,0.9270155341490931
16,0.8,2,3,346,0.01501345135815326
16,0.8,2,4,67,0.0029072290202204285
16,0.8,2,5,26,0.0011281784257571813
16,0.8,2,6,3,0.00013017443374121324
16,0.8,3,0,277,0.015621475298894653
16,0.8,3,1,67,0.003778479584931198
16,0.8,3,2,4216,0.23776223776223776
16,0.8,3,3,12936,0.7295285359801489
16,0.8,3,4,208,0.011730205278592375
16,0.8,3,5,24,0.0013534852244529664
16,0.8,3,6,4,0.00022558087074216106
16,0.8,4,0,464,0.12149777428646243
16,0.8,4,1,229,0.05996334118879288
16,0.8,4,2,68,0.01780570830060225
16,0.8,4,3,10,0.002618486514794449
16,0.8,4,4,3044,0.7970672951034302
16,0.8,4,5,4,0.0010473946059177796
16,0.8,5,0,90,0.07182761372705507
16,0.8,5,1,38,0.030327214684756583
16,0.8,5,2,46,0.03671189146049481
16,0.8,5,3,3,0.0023942537909018356
16,0.8,5,4,2,0.0015961691939345571
16,0.8,5,5,1074,0.8571428571428571
16,0.8,6,0,1,0.0009652509652509653
16,0.8,6,3,1,0.0009652509652509653
16,0.8,6,6,1034,0.9980694980694981
17,0.4,0,0,75452,0.9848330592319942
17,0.4,0,1,1101,0.014370741639909155
17,0.4,0,3,2,2.6104889445793198e-05
17,0.4,0,4,59,0.0007700942386508993
17,0.4,1,0,1794,0.04467798973950291
17,0.4,1,1,38344,0.9549235443542362
17,0.4,1,3,4,9.961647656522389e-05
17,0.4,1,4,12,0.0002988494296956717
17,0.4,2,0,1400,0.9402283411685695
17,0.4,2,1,87,0.05842847548690396
17,0.4,2,4,2,0.001343183344526528
17,0.4,3,1,2,0.0018796992481203006
17,0.4,3,3,1062,0.9981203007518797
17,0.4,4,0,87,0.08708708708708708
17,0.4,4,1,63,0.06306306306306306
17,0.4,4,4,849,0.8498498498498499
17,0.6,0,0,35463,0.8231512000371385
17,0.6,0,1,777,0.018035374402302587
17,0.6,0,2,6799,0.15781532890766445
17,0.6,0,4,42,0.0009748851028271668
17,0.6,0,5,1,2.3211550067313495e-05
17,0.6,1,0,956,0.024554374068937176
17,0.6,1,1,37388,0.9602917758257564
17,0.6,1,2,560,0.01438331535418914
17,0.6,1,4,21,0.0005393743257820927
17,0.6,1,5,9,0.0002311604253351826
17,0.6,2,0,3159,0.09632272228320526
17,0.6,2,1,486,0.014818880351262349
17,0.6,2,2,29123,0.8880046347115502
17,0.6,2,4,26,0.0007927796072691791
17,0.6,2,5,2,6.098304671301378e-05
17,0.6,3,0,2484,0.7414925373134328
17,0.6,3,1,579,0.17283582089552238
17,0.6,3,2,285,0.08507462686567165
17,0.6,3,4,2,0.0005970149253731343
17,0.6,4,0,60,0.05509641873278237
17,0.6,4,1,39,0.03581267217630854
17,0.6,4,2,63,0.05785123966942149
17,0.6,4,4,927,0.8512396694214877
17,0.6,5,1,3,0.002806361085126286
17,0.6,5,5,1066,0.9971936389148737
17,0.8,0,0,31834,0.7652403846153846
17,0.8,0,1,9117,0.21915865384615385
17,0.8,0,2,262,0.006298076923076923
17,0.8,0,3,386,0.009278846153846153
17,0.8,0,6,1,2.403846153846154e-05
17,0.8,1,0,3294,0.10296002250492295
17,0.8,1,1,28134,0.8793798643453256
17,0.8,1,2,465,0.014534429406432656
17,0.8,1,3,97,0.0030319132310192855
17,0.8,1,6,3,9.377051229956553e-05
17,0.8,2,0,1585,0.06912944870900209
17,0.8,2,1,680,0.029658060013956735
17,0.8,2,2,14036,0.6121772505233776
17,0.8,2,3,6625,0.2889480111653873
17,0.8,2,6,2,8.722958827634333e-05
17,0.8,3,0,409,0.02313741019403745
17,0.8,3,1,348,0.01968659840470668
17,0.8,3,2,186,0.010522147423205295
17,0.8,3,3,16728,0.9463144198676245
17,0.8,3,6,6,0.00033942411042597724
17,0.8,4,0,3022,0.7906855049712193
17,0.8,4,1,455,0.11904761904761904
17,0.8,4,2,131,0.03427524856096285
17,0.8,4,3,214,0.05599162742019885
17,0.8,5,0,1123,0.9204918032786885
17,0.8,5,1,53,0.04344262295081967
17,0.8,5,2,7,0.005737704918032787
17,0.8,5,3,36,0.029508196721311476
17,0.8,5,6,1,0.000819672131147541
17,0.8,6,1,1,0.000925925925925926
17,0.8,6,2,2,0.001851851851851852
17,0.8,6,3,2,0.001851851851851852
17,0.8,6,6,1075,0.9953703703703703
18,0.4,0,0,74488,0.971869944157403
18,0.4,0,1,1212,0.015813370909660247
18,0.4,0,2,901,0.01175564949637284
18,0.4,0,3,1,1.3047335734043108e-05
18,0.4,0,4,42,0.0005479881008298106
18,0.4,1,0,1368,0.034061200607524336
18,0.4,1,1,38183,0.9507008938575305
18,0.4,1,2,599,0.014914224535019794
18,0.4,1,3,4,9.959415382317059e-05
18,0.4,1,4,9,0.0002240868461021338
18,0.4,2,0,32,0.021709633649932156
18,0.4,2,1,2,0.0013568521031207597
18,0.4,2,2,1440,0.9769335142469471
18,0.4,3,0,1,0.0009514747859181732
18,0.4,3,1,2,0.0019029495718363464
18,0.4,3,3,1048,0.9971455756422455
18,0.4,4,0,102,0.10323886639676114
18,0.4,4,1,53,0.053643724696356275
18,0.4,4,2,2,0.0020242914979757085
18,0.4,4,4,831,0.8410931174089069
18,0.6,0,0,34496,0.7996105792633458
18,0.6,0,1,798,0.018497484991075775
18,0.6,0,2,7626,0.1767691986741151
18,0.6,0,3,183,0.004241904452840685
18,0.6,0,4,36,0.0008344730071162004
18,0.6,0,5,2,4.6359611506455574e-05
18,0.6,1,0,1024,0.026293490820387726
18,0.6,1,1,37322,0.9583258441391707
18,0.6,1,2,472,0.012119655925022468
18,0.6,1,3,101,0.002593400950057774
18,0.6,1,4,17,0.0004365130311978431
18,0.6,1,5,9,0.000231095134163564
18,0.6,2,0,2359,0.0719010027736292
18,0.6,2,1,749,0.022829101770855557
18,0.6,2,2,29456,0.897802432259441
18,0.6,2,3,229,0.006979792130208174
18,0.6,2,4,15,0.00045719162424944377
18,0.6,2,5,1,3.0479441616629584e-05
18,0.6,3,0,267,0.08088458043017267
18,0.6,3,1,105,0.03180854286579824
18,0.6,3,2,134,0.040593759466828236
18,0.6,3,3,2794,0.846410178733717
18,0.6,3,4,1,0.0003029385034837928
18,0.6,4,0,53,0.04962546816479401
18,0.6,4,1,62,0.05805243445692884
18,0.6,4,2,62,0.05805243445692884
18,0.6,4,3,2,0.0018726591760299626
18,0.6,4,4,889,0.8323970037453183
18,0.6,5,1,3,0.002840909090909091
18,0.6,5,2,1,0.000946969696969697
18,0.6,5,5,1052,0.9962121212121212
18,0.8,0,0,36529,0.8785444575386614
18,0.8,0,1,4177,0.100459366507131
18,0.8,0,2,237,0.00569999278481926
18,0.8,0,3,344,0.008273407248851583
18,0.8,0,4,290,0.006974674715601626
18,0.8,0,6,2,4.810120493518363e-05
18,0.8,1,0,3904,0.12172232095532068
18,0.8,1,1,27317,0.8517132790820939
18,0.8,1,2,451,0.014061671811180744
18,0.8,1,3,107,0.0033361394319209306
18,0.8,1,4,290,0.009041873226701587
18,0.8,1,6,4,0.00012471549278209086
18,0.8,2,0,1665,0.07266934357541899
18,0.8,2,1,440,0.01920391061452514
18,0.8,2,2,15961,0.6966218575418994
18,0.8,2,3,4666,0.20364874301675978
18,0.8,2,4,176,0.007681564245810056
18,0.8,2,6,4,0.00017458100558659218
18,0.8,3,0,433,0.02445774966109354
18,0.8,3,1,81,0.004575237234523272
18,0.8,3,2,222,0.01253953908721193
18,0.8,3,3,16731,0.945040668775418
18,0.8,3,4,230,0.012991414369633981
18,0.8,3,6,7,0.0003953908721192951
18,0.8,4,0,430,0.11381683430386448
18,0.8,4,1,154,0.04076230809952356
18,0.8,4,2,30,0.007940709370037057
18,0.8,4,3,30,0.007940709370037057
18,0.8,4,4,3134,0.8295394388565378
18,0.8,5,0,1112,0.9212924606462303
18,0.8,5,1,47,0.03893951946975974
18,0.8,5,2,7,0.00579950289975145
18,0.8,5,3,39,0.03231151615575808
18,0.8,5,4,2,0.0016570008285004142
18,0.8,6,0,2,0.0018744142455482662
18,0.8,6,1,2,0.0018744142455482662
18,0.8,6,2,1,0.0009372071227741331
18,0.8,6,3,2,0.0018744142455482662
18,0.8,6,6,1060,0.993439550140581
19,0.4,0,0,74829,0.975326503480097
19,0.4,0,1,1133,0.014767602512968901
19,0.4,0,2,725,0.009449701519772686
19,0.4,0,3,2,2.6068142123510858e-05
19,0.4,0,4,33,0.00043012434503792915
19,0.4,1,0,1531,0.03818526462812391
19,0.4,1,1,37956,0.9466753130144161
19,0.4,1,2,581,0.01449094627625081
19,0.4,1,3,7,0.0001745897141716965
19,0.4,1,4,19,0.00047388636703746197
19,0.4,2,0,49,0.032885906040268455
19,0.4,2,1,2,0.0013422818791946308
19,0.4,2,2,1439,0.9657718120805369
19,0.4,3,3,1037,1.0
19,0.4,4,0,101,0.10337768679631525
19,0.4,4,1,24,0.02456499488229273
19,0.4,4,2,3,0.0030706243602865915
19,0.4,4,4,849,0.8689866939611054
19,0.6,0,0,41175,0.9521992507284585
19,0.6,0,1,1081,0.02499884371675686
19,0.6,0,2,739,0.017089866333657094
19,0.6,0,3,210,0.004856389621201609
19,0.6,0,4,35,0.0008093982702002682
19,0.6,0,5,2,4.625132972572962e-05
19,0.6,1,0,808,0.020800617840133866
19,0.6,1,1,37684,0.9701119835242631
19,0.6,1,2,233,0.005998197966276226
19,0.6,1,3,85,0.002188183807439825
19,0.6,1,4,28,0.0007208134895095894
19,0.6,1,5,7,0.00018020337237739735
19,0.6,2,0,10582,0.3228089442054849
19,0.6,2,1,885,0.02699734602361124
19,0.6,2,2,21050,0.6421402641774199
19,0.6,2,3,224,0.006833226564168268
19,0.6,2,4,35,0.001067691650651292
19,0.6,2,5,5,0.00015252737866447026
19,0.6,3,0,305,0.09139946059334732
19,0.6,3,1,107,0.03206472879832185
19,0.6,3,2,74,0.022175606832484266
19,0.6,3,3,2850,0.8540605334132454
19,0.6,3,4,1,0.00029967036260113877
19,0.6,4,0,75,0.06989748369058714
19,0.6,4,1,46,0.04287045666356011
19,0.6,4,2,23,0.021435228331780055
19,0.6,4,3,3,0.0027958993476234857
19,0.6,4,4,926,0.8630009319664492
19,0.6,5,1,4,0.003838771593090211
19,0.6,5,2,1,0.0009596928982725527
19,0.6,5,5,1037,0.9952015355086372
19,0.8,0,0,36978,0.8863799798648065
19,0.8,0,1,3420,0.08197900186969653
19,0.8,0,2,433,0.010379212809818303
19,0.8,0,3,524,0.012560525432666954
19,0.8,0,4,303,0.007263051920034518
19,0.8,0,5,58,0.0013902871662112278
19,0.8,0,6,2,4.794093676590441e-05
19,0.8,1,0,5295,0.16534474144391706
19,0.8,1,1,25705,0.8026792405695728
19,0.8,1,2,611,0.019079440419685238
19,0.8,1,3,111,0.003466150387209593
19,0.8,1,4,266,0.008306270297277043
19,0.8,1,5,31,0.0009680239820134899
19,0.8,1,6,5,0.00015613290032475644
19,0.8,2,0,718,0.031506428540085125
19,0.8,2,1,638,0.02799596296458818
19,0.8,2,2,16044,0.7040238711659134
19,0.8,2,3,5226,0.22932116371933828
19,0.8,2,4,144,0.006318838035894511
19,0.8,2,5,18,0.0007898547544868138
19,0.8,2,6,1,4.388081969371188e-05
19,0.8,3,0,260,0.014671030357747432
19,0.8,3,1,148,0.008351201895948538
19,0.8,3,2,258,0.014558176278072453
19,0.8,3,3,16778,0.9467328743934094
19,0.8,3,4,259,0.014614603317909942
19,0.8,3,5,11,0.0006206974382123914
19,0.8,3,6,8,0.000451416318699921
19,0.8,4,0,430,0.11318768096867597
19,0.8,4,1,171,0.045011845222426954
19,0.8,4,2,27,0.007107133456172677
19,0.8,4,3,32,0.008423269281389839
19,0.8,4,4,3136,0.8254803895762043
19,0.8,4,5,3,0.0007896814951302974
19,0.8,5,0,79,0.06480721903199343
19,0.8,5,1,74,0.06070549630844955
19,0.8,5,2,21,0.017227235438884332
19,0.8,5,3,27,0.022149302707136997
19,0.8,5,4,5,0.004101722723543888
19,0.8,5,5,1013,0.8310090237899918
19,0.8,6,0,3,0.002859866539561487
19,0.8,6,2,1,0.0009532888465204957
19,0.8,6,3,7,0.00667302192564347
19,0.8,6,6,1038,0.9895138226882746
20,0.4,0,0,75441,0.984882309168527
20,0.4,0,1,1107,0.014451885794853719
20,0.4,0,3,4,5.222000287210016e-05
20,0.4,0,4,47,0.0006135850337471769
20,0.4,1,0,2063,0.0514053623043955
20,0.4,1,1,38055,0.9482457888966411
20,0.4,1,3,5,0.00012458885677265024
20,0.4,1,4,9,0.00022425994219077045
20,0.4,2,0,1476,0.9787798408488063
20,0.4,2,1,27,0.01790450928381963
20,0.4,2,4,5,0.0033156498673740055
20,0.4,3,0,1,0.0009578544061302681
20,0.4,3,1,2,0.0019157088122605363
20,0.4,3,3,1041,0.9971264367816092
20,0.4,4,0,99,0.09546769527483125
20,0.4,4,1,53,0.05110896817743491
20,0.4,4,4,885,0.8534233365477338
20,0.6,0,0,36814,0.8544901701367128
20,0.6,0,1,959,0.022259359840308243
20,0.6,0,2,5267,0.12225239653691711
20,0.6,0,4,43,0.0009980734860617878
20,0.6,1,0,778,0.02000720053489688
20,0.6,1,1,37530,0.965128838142262
20,0.6,1,2,549,0.014118191637093042
20,0.6,1,4,26,0.0006686210975672479
20,0.6,1,5,3,7.714858818083629e-05
20,0.6,2,0,3298,0.10048138443726769
20,0.6,2,1,744,0.022667722868807506
20,0.6,2,2,28756,0.8761196758271891
20,0.6,2,4,19,0.0005788800194991164
20,0.6,2,5,5,0.0001523368472366096
20,0.6,3,0,2374,0.7069684335914235
20,0.6,3,1,628,0.18701608100059558
20,0.6,3,2,350,0.1042287075640262
20,0.6,3,4,6,0.001786777843954735
20,0.6,4,0,45,0.04014272970561998
20,0.6,4,1,62,0.05530776092774309
20,0.6,4,2,67,0.05976806422836753
20,0.6,4,4,947,0.8447814451382694
20,0.6,5,1,7,0.006666666666666667
20,0.6,5,2,1,0.0009523809523809524
20,0.6,5,5,1042,0.9923809523809524
20,0.8,0,0,36676,0.8820162570342936
20,0.8,0,1,3894,0.09364628925977586
20,0.8,0,2,671,0.016136789957193018
20,0.8,0,3,340,0.008176614881439084
20,0.8,0,6,1,2.4048867298350248e-05
20,0.8,1,0,3620,0.1130331605570474
20,0.8,1,1,27296,0.8523075001561231
20,0.8,1,2,1027,0.032067694997814276
20,0.8,1,3,78,0.002435521139074502
20,0.8,1,6,5,0.0001561231499406732
20,0.8,2,0,1178,0.0515558667775395
20,0.8,2,1,309,0.013523567771018425
20,0.8,2,2,17785,0.7783710446846689
20,0.8,2,3,3577,0.15654952076677317
20,0.8,3,0,423,0.023869984763839513
20,0.8,3,1,100,0.005643022402798939
20,0.8,3,2,484,0.027312228429546864
20,0.8,3,3,16709,0.9428926132836747
20,0.8,3,6,5,0.00028215112013994694
20,0.8,4,0,2824,0.738880167451596
20,0.8,4,1,488,0.12768184196755625
20,0.8,4,2,210,0.054945054945054944
20,0.8,4,3,300,0.07849293563579278
20,0.8,5,0,1161,0.9199683042789224
20,0.8,5,1,47,0.03724247226624406
20,0.8,5,2,27,0.021394611727416798
20,0.8,5,3,27,0.021394611727416798
20,0.8,6,1,1,0.000945179584120983
20,0.8,6,2,3,0.002835538752362949
20,0.8,6,3,8,0.007561436672967864
20,0.8,6,6,1046,0.9886578449905482
