contrast,regulator,deleted_target,slope,same_direction_as_full
gse135779_childhood,STAT1,SEMA4B,1.142237521488289,True
gse135779_childhood,STAT1,SKP2,1.1363953611089133,True
gse135779_childhood,STAT1,SMAD3,1.145032572691476,True
gse135779_childhood,STAT1,SMARCA4,1.14720901637793,True
gse135779_childhood,STAT1,SNRNP27,1.1445284427678948,True
gse135779_childhood,STAT1,SOCS1,1.1285886276154613,True
gse135779_childhood,STAT1,SOCS3,1.1410579650768151,True
gse135779_childhood,STAT1,ST14,1.1585890493350992,True
gse135779_childhood,STAT1,STAT3,1.1567054943354906,True
gse135779_childhood,STAT1,TAP1,1.125461357975496,True
gse135779_childhood,STAT1,TBX21,1.1318964414881723,True
gse135779_childhood,STAT1,TIMP1,1.1172599386116187,True
gse135779_childhood,STAT1,TNF,1.1451262773902073,True
gse135779_childhood,STAT1,TNFRSF10B,1.1582410439928943,True
